title,bvid,link,up,play,bulletchat,reply,like,coin,favorite,share
《时空中的绘旅人》全新周年版本「漫长的箴言」PV首曝：箴言如歌，不缚时光,BV12V411A7Vy,https://b23.tv/BV12V411A7Vy,时空中的绘旅人,1686778,2652,3708,38897,14207,12345,8516
不懂就问，现在很流行这种穿法吗？！啊？！,BV1w84y1D7Pa,https://b23.tv/BV1w84y1D7Pa,大沛沛沛吖,433053,210,249,7887,557,1267,113
亚运火炬 开箱!,BV1gV411w7Su,https://b23.tv/BV1gV411w7Su,特效小哥studio,863582,107,119,15410,386,2796,112
【跟50岁妈妈学】3个作弊技巧！视觉减龄20岁！,BV1zz4y1V73w,https://b23.tv/BV1zz4y1V73w,酷哥李pink儿,1842225,704,859,36377,2234,49244,3873
如何在家用西瓜制造白砂糖,BV1bw411i7WQ,https://b23.tv/BV1bw411i7WQ,嘤武罗,18007628,15256,9196,1717657,525679,254180,20581
极限智斗！无限反转！牛顿转行侦探vs高智商疯批反派,BV1PN4y1X7iN,https://b23.tv/BV1PN4y1X7iN,迷因水母,9872431,17103,6819,877175,640316,633357,117377
这玩意凭什么火了1900年？？？！！！,BV15u411w7Mi,https://b23.tv/BV15u411w7Mi,黑猫厨房,7503243,9803,7722,595632,601779,126597,8608
偷子（2）,BV1FN411H79U,https://b23.tv/BV1FN411H79U,小潮院长,14313217,38768,11755,648939,275443,231565,17604
刘德华全新献唱！人民日报杭州亚运会助威曲《登场》,BV1az4y1L7dL,https://b23.tv/BV1az4y1L7dL,人民日报,10794479,10495,5274,524324,90684,86443,23904
南方人在北方上学要注意什么？,BV1x8411q7vf,https://b23.tv/BV1x8411q7vf,粤知一二,8634538,16119,14780,627397,18120,67132,14935
华为能挡子弹？Mate 60 Pro 碾压 跌落 实弹测试！,BV1L94y1p72w,https://b23.tv/BV1L94y1p72w,先看评测,5483652,29998,7883,473581,378107,72418,34399
你能从虚空中通关我的世界吗？,BV1DH4y1D7sJ,https://b23.tv/BV1DH4y1D7sJ,喜欢旅拍的阿玮,5786693,11752,3256,511674,302779,161468,10290
《崩坏：星穹铁道》符玄角色PV——「法眼无遗」,BV1R94y1W7pL,https://b23.tv/BV1R94y1W7pL,崩坏星穹铁道,4699912,22931,13854,331859,134216,69865,63313
换C口，有意义吗？iPhone15Pro实机评测！,BV1nV411A7pe,https://b23.tv/BV1nV411A7pe,影视飓风,8023312,45435,14756,440509,267197,94590,63606
哥们你谁？,BV1im4y1P7B1,https://b23.tv/BV1im4y1P7B1,高斯Goh,9453931,37951,4226,431404,135686,128063,6004
《原神》那维莱特角色PV——「水中之眼」,BV1iP411b7fH,https://b23.tv/BV1iP411b7fH,原神,3694397,13853,11046,274649,81535,50462,48376
火柴人 VS 我的世界系列 第三十二集 厨师（The Chef）,BV1Kp4y1P7sn,https://b23.tv/BV1Kp4y1P7sn,火柴人AlanBecker,6839601,30457,5632,341439,129329,187003,14331
那些结婚说不哭的人，最后会哭成啥样？,BV148411v7hD,https://b23.tv/BV148411v7hD,山城小栗旬的理发日记,6363389,4027,3661,595241,61732,36219,9096
【每天早晨5点起床】我的身体发生了什么变化?!,BV1u8411v7mc,https://b23.tv/BV1u8411v7mc,帅soserious,6214824,7273,6213,219135,65881,85700,21996
苹果A17 Pro评测：很先进，但能效不够好！,BV1gm4y157No,https://b23.tv/BV1gm4y157No,极客湾Geekerwan,2715328,23749,14206,147100,105201,24734,24479
奥运会上最成功的失败者是谁？【硬核狠人59】,BV1mk4y1w7ki,https://b23.tv/BV1mk4y1w7ki,小约翰可汗,4007346,24124,5046,245424,108755,37983,10101
【星穹铁道】剧情短片-「龙心，我心」,BV19h4y1w7pX,https://b23.tv/BV19h4y1w7pX,超想吃番茄,1231483,3289,3667,185021,147303,122578,25408
【密码的馒头】做了n久的一个馒头~清明上河图馒头,BV12u4y167Wd,https://b23.tv/BV12u4y167Wd,Mima-密码,3593347,4514,2787,415300,83435,33887,12674
等一下！饥荒长这样！？,BV1Aw411S7ho,https://b23.tv/BV1Aw411S7ho,M木糖M,2985835,3321,2020,186256,46640,27649,11741
憋笑憋去见太奶了！,BV1fH4y1U7eA,https://b23.tv/BV1fH4y1U7eA,乐天乔宇派,10371916,1107,2668,1078068,23966,113522,41422
【基德】墨西哥外星人的真相,BV1hV411A7fP,https://b23.tv/BV1hV411A7fP,吟游诗人基德,2341203,4918,4602,111405,14813,15457,8107
重温童年记忆，数码宝贝的温暖陪伴！最后的究极超进化致敬童年！,BV1G14y1C7j8,https://b23.tv/BV1G14y1C7j8,久奈猫猫,1706866,985,1504,222716,37648,31571,2988
刮彩票决定自己的一日三餐，第二期！！!,BV1GH4y1Q7y3,https://b23.tv/BV1GH4y1Q7y3,贤宝宝Baby,7375187,29528,1491,422431,76713,61391,6777
打假B站百大UP主？真剑客也好假剑客也好，愿我们都能创造出属于自己的闪闪发光的故事！,BV1Gu411c7GV,https://b23.tv/BV1Gu411c7GV,剑客范十三,6790763,3046,2030,345819,38298,85004,982
【中国古学院】假如每个学科有自己的专属服饰,BV168411q7sW,https://b23.tv/BV168411q7sW,朵朵花林,1272802,3715,3243,139910,27070,38366,5798
2023阿里全球数学竞赛优秀奖楼印根：我虽未在这个星球上迈出一步，却常在壮丽的数学宇宙中翱翔,BV1Dw411i7Bo,https://b23.tv/BV1Dw411i7Bo,阿里达摩院扫地僧,1081124,1647,2365,76233,16521,16125,6447
乡村真人版《海贼王》,BV1cN4y1X7nL,https://b23.tv/BV1cN4y1X7nL,阿拉丁狗蛋儿,5201753,5397,7636,456181,135481,78383,104090
游戏史上最好的丧尸游戏之一『消逝的光芒』,BV1Rh4y1Y7fW,https://b23.tv/BV1Rh4y1Y7fW,修片狂魔,2670311,4756,3018,168623,13893,42295,5119
这就是，我推的超级偶像！,BV1714y1r76L,https://b23.tv/BV1714y1r76L,真栗,3405678,1556,2566,277487,87935,90477,10084
每日早餐，张嘴即可！,BV1R94y1H7yY,https://b23.tv/BV1R94y1H7yY,Joseph的机器,6362513,3227,1942,278609,16326,45240,20126
新宝岛到学校跳才带劲（,BV15p4y1A7u2,https://b23.tv/BV15p4y1A7u2,Twwrm,2518378,3716,2568,423349,49963,30153,14931
乱买费钱！乱用烂脸！网红祛痘药膏，你真的用对了吗？,BV16w411i7iv,https://b23.tv/BV16w411i7iv,皮科医生魏小博,1213583,1712,3163,84597,44966,122887,18922
我推的我自己！！！,BV1F8411q7z5,https://b23.tv/BV1F8411q7z5,甜杏仁不可食,1796381,381,1587,299909,45557,73662,18785
【老番茄】我结婚啦！！！,BV16F411S7dW,https://b23.tv/BV16F411S7dW,老番茄,13417971,132341,37456,2214379,2139231,588750,147240
给盲人做管家是什么体验？,BV1Yz4y157qe,https://b23.tv/BV1Yz4y157qe,诺子喵呜,8290943,2638,6429,983103,189716,103370,8472
好厉害！他已经憋气20分钟了！！！,BV1gH4y1X7qM,https://b23.tv/BV1gH4y1X7qM,逗比的雀巢,9764566,8397,5625,885841,430693,139658,22169
我帮全村的老人，拍好了遗照,BV1NN4y1X7jM,https://b23.tv/BV1NN4y1X7jM,吴木良,4042527,3023,7895,639214,250535,77974,13595
【生命奇观】墨脱森林——世界第一大峡谷里的绝美生灵,BV1ej41117VW,https://b23.tv/BV1ej41117VW,中国国家地理,3910011,40596,8523,468692,480108,179002,78964
新疆农民有多硬核？看到戈壁滩的瞬间，我傻眼了…,BV1Fu411A7nX,https://b23.tv/BV1Fu411A7nX,盗月社食遇记,3055735,18237,5007,290928,243282,51743,11506
送你一句咒语：从来只有我在场。,BV1aP4118711,https://b23.tv/BV1aP4118711,老明读书,5263346,4731,7756,637987,168225,403820,56056
这才是真人版！《雾山五行》电视剧都不敢这么拍！,BV1nN4y1Q7VX,https://b23.tv/BV1nN4y1Q7VX,Hello吖小志,5423993,2506,4252,793711,273126,116427,14959
如果记忆只有三分钟是种什么样的体验,BV1R14y1k7Wi,https://b23.tv/BV1R14y1k7Wi,他叫阿园,8928747,2377,4364,1450711,361353,164888,12682
【孟宴臣x顾里】“你驾驭不了我”“不试试怎么知道”,BV1X94y1s7J8,https://b23.tv/BV1X94y1s7J8,万卷书容,2778771,8700,14933,322774,117277,91726,55690
投资是怎样赚钱的？,BV1e8411B7w7,https://b23.tv/BV1e8411B7w7,无人知晓孟岩,2945288,14473,5527,257975,204519,253352,48957
800年前的滚灯，居然可以任意旋转飞覆而烛火不灭,BV1qh4y1v7Ki,https://b23.tv/BV1qh4y1v7Ki,江寻千,4707732,4268,3600,539901,204693,142292,16256
原神×隋文静/韩聪 - 以花样滑冰演绎「冰风组曲」,BV1KN4y1X7DB,https://b23.tv/BV1KN4y1X7DB,原神,2567860,7459,4847,274168,67810,31192,23425
【星铁】饮月君：总有刁民想害朕😫,BV1WV411P7Ma,https://b23.tv/BV1WV411P7Ma,方老师来啦,2846372,1364,728,289423,21795,145693,6599
各地新生开学有什么不同,BV1M34y1M7JM,https://b23.tv/BV1M34y1M7JM,粤知一二,10399330,9713,9420,729050,16511,93291,10311
恋 爱 告 寄,BV1bh4y1Y7aZ,https://b23.tv/BV1bh4y1Y7aZ,豆豆豆豆逗是我,3464809,3780,3404,226880,81845,48863,27753
【猛男版】强风大背头,BV1X14y167jN,https://b23.tv/BV1X14y167jN,猛男舞团IconX,1583670,1506,1644,162698,26766,14025,13304
金色大厅交响乐演奏【悬溺】（迫真）,BV1KH4y1X74V,https://b23.tv/BV1KH4y1X74V,JasonHuangMusic,6016147,3947,4444,613119,126892,300800,31813
【真人火影】小樱千代vs百机蝎plus！超燃战斗还原！,BV1JN411i71L,https://b23.tv/BV1JN411i71L,神奇的老皮,2569084,4233,2036,134862,26259,20902,8268
iPhone15系列现场上手：有啥不一样？,BV1xz4y157Nz,https://b23.tv/BV1xz4y157Nz,极客湾Geekerwan,2119025,11078,8628,58733,6555,5057,5761
只想要一个道歉而已嘛…,BV14h4y1P7xh,https://b23.tv/BV14h4y1P7xh,-显眼宝-,8772557,1911,2184,834727,14689,47602,4961
华为 Mate X5 开箱：这个 5 可能不是第五代的意思,BV1kh4y1e7UC,https://b23.tv/BV1kh4y1e7UC,钟文泽,1751261,8610,4155,53302,5663,3213,14580
《泡姆泡姆》预告PV——带上彩虹的颜色，完成冒险的约定！,BV1Gp4y1L7gG,https://b23.tv/BV1Gp4y1L7gG,泡姆泡姆,2204695,3164,11141,110741,19422,13762,73627
【轰】 差  生  的  救  赎,BV1nj411C7rd,https://b23.tv/BV1nj411C7rd,米尼麦泥轰,9086260,4492,4047,584677,84615,289944,6877
外国音乐人如何评价中国摇滚乐队万能青年旅店？,BV1hu4y1y7vF,https://b23.tv/BV1hu4y1y7vF,拉美小姐姐Waleska,1142684,6299,2337,51566,24025,10618,2513
新番时光机！十年前的观众都在看什么神片？「2013年7月篇」泛式,BV1Dw411U7W4,https://b23.tv/BV1Dw411U7W4,泛式,1647235,10016,3790,195960,64924,29370,4718
好久不见，你还好吗？,BV1jp4y1j7fB,https://b23.tv/BV1jp4y1j7fB,狂阿弥_,1872868,908,2554,131828,42202,26157,6087
【STN快报第七季29】陶德不一定最会做太空游戏，但他的太空充满前戏,BV1d14y167vs,https://b23.tv/BV1d14y167vs,STN工作室,1404582,13049,2371,96595,53065,15103,4116
B站2023教师节特别企划 | 《首届模范老师评选》,BV1YH4y1X7WD,https://b23.tv/BV1YH4y1X7WD,哔哩哔哩弹幕网,2731272,5567,1825,79783,15119,30748,6184
「小白」华为Mate X5体验：麒麟5G！满血折叠！,BV1Yj41117sE,https://b23.tv/BV1Yj41117sE,小白测评,1627183,7655,3973,66646,11183,4646,5197
【原创短片】我是一个很丑的小孩,BV1YN4y197Kw,https://b23.tv/BV1YN4y197Kw,VikCAI,883468,2289,3757,151698,49039,51110,7131
像你这样的大师，喝酒一定很厉害～,BV1zN411p7i2,https://b23.tv/BV1zN411p7i2,初九Haimon,2258155,632,1316,295545,10358,33721,1223
一场大型骗局,BV1q8411B7vA,https://b23.tv/BV1q8411B7vA,你哇哥233,2999558,742,1406,370824,6661,32401,1113
这才是真方便面，做碗面还要先学打毛衣？,BV1hN4y1Q7LU,https://b23.tv/BV1hN4y1Q7LU,菜男烧小菜,3635906,2020,1404,242145,9253,22474,1521
【避坑】千万别买这5类服装！穿搭断舍离 | 精简衣柜 | 胶囊衣橱 | BettySays,BV1Wz4y1T7vN,https://b23.tv/BV1Wz4y1T7vN,BettySays,871178,2073,810,39147,9975,23117,25451
《奥本海默》配乐背后的秘密?诺兰新宠?路德维希丨HOPICO,BV1tp4y1L7Rp,https://b23.tv/BV1tp4y1L7Rp,HOPICO,650723,1368,713,57697,14465,17317,5565
真有up主敢穿荷叶去阿玛尼？？,BV1Mm4y1K7Gd,https://b23.tv/BV1Mm4y1K7Gd,小桑菜奈,3557766,936,549,62402,5171,53022,611
【半佛】瑞幸加茅台，华尔街跪下来,BV1cw411U7Yt,https://b23.tv/BV1cw411U7Yt,硬核的半佛仙人,7059892,9598,14113,415381,113909,56585,76209
中国最慢的绿皮火车！花10元买了票，上车的瞬间傻眼了…,BV1Vz4y1T7ji,https://b23.tv/BV1Vz4y1T7ji,盗月社食遇记,5022774,33232,11045,664015,570499,125242,37488
我花1万块重庆打车到上海，却被全国网友说成老赖？,BV1RN411v7FC,https://b23.tv/BV1RN411v7FC,康哟喂,9337995,9324,4816,668433,238440,134226,34663
《逃出大英博物馆》第三集,BV1Cp4y177tM,https://b23.tv/BV1Cp4y177tM,煎饼果仔呀,11236405,54860,26050,1552402,1455668,458360,142805
【深度科普】长期摆烂，如何恢复体能？,BV1Dm4y1N778,https://b23.tv/BV1Dm4y1N778,跑步的子章老师,3269579,7777,3996,240160,130176,239435,31334
00后成功当上食堂阿姨！上岗第一天我破防了……,BV1N14y1C7TS,https://b23.tv/BV1N14y1C7TS,塑料叉FOKU,4714495,9813,6458,316962,201734,44285,10311
这是我玩过最抽象的宝可梦了 ③,BV1RF411k7V8,https://b23.tv/BV1RF411k7V8,老番茄,4351236,10939,6267,438364,171910,82568,7751
【洛天依游学记原创曲】歌行四方 | AI歌手X非遗音乐,BV1Yp4y1j7jX,https://b23.tv/BV1Yp4y1j7jX,洛天依,4038714,3911,7235,264628,77005,84801,12807
兄弟们，这一期真的要看到最后！,BV1pu4y1C7wh,https://b23.tv/BV1pu4y1C7wh,Tony老湿哦,11540654,7426,7174,1442417,673684,282627,7204
感谢你们在B站守护世界51万次,BV1Vw411D79E,https://b23.tv/BV1Vw411D79E,哔哩哔哩公益,576235,47,1319,21494,6374,2631,316
007的原型是谁？【硬核狠人58】,BV148411B7NK,https://b23.tv/BV148411B7NK,小约翰可汗,4960106,22303,5750,308101,137799,54358,9443
土布,BV1qp4y1N7jx,https://b23.tv/BV1qp4y1N7jx,归乡人山白,4032654,5739,3138,498699,124241,47980,6215
《崩坏3》全新S级角色「月下誓约·予爱以心」预告,BV1T8411B7P4,https://b23.tv/BV1T8411B7P4,崩坏3第一偶像爱酱,1749547,9471,8405,137050,41484,27503,35850
【冰冰vlog.011】总要在烟雨青天去趟江南吧,BV1j14y1k7fV,https://b23.tv/BV1j14y1k7fV,吃花椒的喵酱,2969629,9105,5831,262115,104434,43408,24261
【开箱】😱我今年拼过最牛的积木！（上）,BV1nP411Y7rS,https://b23.tv/BV1nP411Y7rS,陈抱一,6691394,3330,1546,198169,40701,128399,19381
我在尝试当一种很新的美食博主,BV15u4y1Q7Ah,https://b23.tv/BV15u4y1Q7Ah,一口仙奶油,4861575,1325,3451,858061,110418,73975,13406
蚊子是怎么盯上你的？如何优雅地把蚊子送走？,BV1HH4y1Q7tS,https://b23.tv/BV1HH4y1Q7tS,李白尼的猜想,10971319,5050,1737,175464,24823,182963,3944
《明日方舟》SideStory「不义之财」活动宣传PV,BV1fm4y1T7Lq,https://b23.tv/BV1fm4y1T7Lq,明日方舟,2298897,12067,9080,149193,39645,19128,37633
大意了！这些不是全国统一的,BV1S8411q7ir,https://b23.tv/BV1S8411q7ir,粤知一二,5670544,5552,2963,373745,6621,31578,2934
真的有龙？在科莫多岛，我们看到了巨蜥的真实一面,BV1su4y1k7Ju,https://b23.tv/BV1su4y1k7Ju,亿点点不一样,3363981,14837,2862,270796,131255,43853,8503
手机架子鼓演奏 《伤心的人别听慢歌》五月天,BV1oH4y1Q7no,https://b23.tv/BV1oH4y1Q7no,Easter2333,2228022,993,1983,123321,41217,22022,11595
中低端手机芯片大横评：鱼龙混杂！,BV1hh4y1m7XC,https://b23.tv/BV1hh4y1m7XC,极客湾Geekerwan,1586844,11104,9582,110444,79433,23280,4725
老戴《星空 Starfield》01 八年磨一剑的太空冒险题材RPG,BV1ZP411Y7Pr,https://b23.tv/BV1ZP411Y7Pr,老戴在此,1390939,10212,6787,42443,10780,6418,7130
妈妈明明还是那个超人却怎么都追不上时间⌛️,BV1Fj411173s,https://b23.tv/BV1Fj411173s,佳莉电台,2665893,881,3356,284819,39065,25393,5691
【黄毛阿姨】穷开心⑤ - 枫丹篇,BV1Dk4y1w7qV,https://b23.tv/BV1Dk4y1w7qV,巫兔菌,1622739,800,1028,144611,17558,41532,5768
【JUMP】瑞幸为啥不直接当面把茅台倒进去？,BV1vp4y1L7wi,https://b23.tv/BV1vp4y1L7wi,暴躁的仙人JUMP,1512478,2318,3741,67574,8433,7410,6465
宝可梦日语OP大全【挪威小哥Pellek｜中字】,BV1mw411X721,https://b23.tv/BV1mw411X721,pellek_official,3130020,3537,2289,335434,97874,149505,9413
都什么年代，谁还用传统方式结义？！！,BV1Ww411D7si,https://b23.tv/BV1Ww411D7si,马刀刻森,1258788,6678,3593,149893,77707,20924,5313
名场面：屑 荧 盖 饭 4K版,BV1o8411q7hp,https://b23.tv/BV1o8411q7hp,河野华,3546795,2402,2061,276461,34325,57440,8306
恋与提瓦特空桃篇：谁让你是我命定的另一半,BV12p4y1N7JN,https://b23.tv/BV12p4y1N7JN,超帅气的强哥,2964346,2102,3297,269418,43282,103600,15768
手搓自平衡摩托！我终于教会了女儿骑车,BV1eN411v7r4,https://b23.tv/BV1eN411v7r4,会手工的唐爸爸,1061184,3476,1296,45560,32199,7153,2840
【终极对决】全员狠人！新一期3D渲染大赛作品！CG动画视觉盛宴！,BV1oP411h7tJ,https://b23.tv/BV1oP411h7tJ,GGAC,2197965,1743,1241,168674,22275,88856,6280
复原明代抗倭兵器—狼筅，戚继光用它配合鸳鸯阵平定倭寇,BV1uw411D7vz,https://b23.tv/BV1uw411D7vz,鲁磊,1541584,2396,1842,210253,18980,23600,1316
37岁，离开城市，用3年把破房改造成理想小院,BV1Wz4y1K71J,https://b23.tv/BV1Wz4y1K71J,春天一家,2422151,2138,1706,46946,20704,30547,5512
赵本山的演技，什么水平？,BV1Hw411D7R7,https://b23.tv/BV1Hw411D7R7,斑鸠鸭,1758405,6071,2979,85854,46006,23975,3603
我们用1300条B站热门视频，做了一个能读懂B站的取标题机器人【差评君】,BV1Kh4y1v76F,https://b23.tv/BV1Kh4y1v76F,差评君,767422,369,423,23735,2904,5101,542
【白西瓜】COS｜努力成为喜欢的角色第31天之缘结神,BV1hp4y177PC,https://b23.tv/BV1hp4y177PC,白西瓜SY,610553,449,929,140874,9553,11824,1760
我看谁还失眠？谁还焦虑？赶紧来农村整院子！,BV1T34y1T7AW,https://b23.tv/BV1T34y1T7AW,叁叔的春天,2567550,648,1380,310493,8612,10183,1542
婚后也要独自旅行，去非洲探险啦！！！,BV1DN4y1R7xB,https://b23.tv/BV1DN4y1R7xB,S呐_,1588963,4739,2841,99288,77113,29741,17983
“悬溺一响，纯爱登场”全网唯一完整前奏版，悬溺吉他指弹改编,BV1Au411K7Ku,https://b23.tv/BV1Au411K7Ku,我是梅小贱,1768835,1426,2908,168142,51700,72315,8848
全网首拆！麒麟 5G 确认回归 | 华为 Mate 60 Pro,BV11p4y1N7pt,https://b23.tv/BV11p4y1N7pt,先看评测,7184572,29611,20569,566121,203653,66189,90982
脸盲？难懂？看前划重点！ 一刷弄懂诺兰新片《奥本海默》！【有备而来】01,BV1Uw411Q7xa,https://b23.tv/BV1Uw411Q7xa,木鱼水心,8757642,21116,11221,551489,253769,172570,262810
【2023】一个百大UP主的创业故事（2）,BV17u411E7UK,https://b23.tv/BV17u411E7UK,影视飓风,4719659,29719,10722,499114,549244,219583,57633
2023 BW vlog,BV1sm4y1u71F,https://b23.tv/BV1sm4y1u71F,hanser,7047567,10653,9483,740624,163669,235752,45060
等待不一定是坏事，它或许是你找到救赎的唯一出路，高分电影《幸福终点站》,BV1pG411o7jy,https://b23.tv/BV1pG411o7jy,顾我电影,21934088,7715,2543,566032,89755,200847,10968
有内鬼，可惜是来搞笑的！,BV18p4y1K7Hp,https://b23.tv/BV18p4y1K7Hp,萌兽师,6753337,6388,2781,421565,23056,73714,18267
【毕导】这个视频里说的都是真的，但你却永远无法证明,BV19u4y1D7GT,https://b23.tv/BV19u4y1D7GT,毕导,6293803,46448,17293,455449,275340,200439,54488
《崩坏：星穹铁道》动画短片：「玄黄」,BV1Th4y1S7KF,https://b23.tv/BV1Th4y1S7KF,崩坏星穹铁道,5212917,27477,27524,514483,310261,171676,117756
快跑！！！！！！！,BV1Ar4y197yC,https://b23.tv/BV1Ar4y197yC,老番茄,5511193,5233,2984,358832,28848,28940,3829
偷子,BV1Mu4y1v78o,https://b23.tv/BV1Mu4y1v78o,小潮院长,15071275,48539,13121,749725,305531,238369,29375
2岁儿子和1岁女儿终于见面，场面逐渐失控！！！,BV1ah4y1U7ye,https://b23.tv/BV1ah4y1U7ye,啊吗粽,3675761,6931,3015,282165,140224,49747,6744
对话诺兰！导演亲自揭开《奥本海默》的6个秘密,BV1o34y1K7n3,https://b23.tv/BV1o34y1K7n3,影视飓风,4420163,11489,6042,516985,285526,159144,60305
摇 滚 白 素 贞（完整版！）,BV1Z14y1C7Dq,https://b23.tv/BV1Z14y1C7Dq,吉他手吴大碗,2122342,8312,6985,116159,42866,30227,24415
好好好！大的真要来了！2023年10月新番导视！【泛式】,BV17z4y1M76T,https://b23.tv/BV17z4y1M76T,泛式,4202501,38091,9651,325665,113006,81706,26449
华为Mate60 麒麟5G归来 六大疑问分析 「科技美学」,BV1sj411276y,https://b23.tv/BV1sj411276y,科技美学,3575971,45366,15255,141239,30437,11417,14933
“索尼”集团在美洲有什么业务？【奇葩小国48】,BV1U94y147wU,https://b23.tv/BV1U94y147wU,小约翰可汗,5791812,46193,8488,310093,167890,51743,8431
过年了！赵本山终于重新出山挑大梁了！爆笑安利《鹊刀门传奇》,BV1dm4y1M7Sy,https://b23.tv/BV1dm4y1M7Sy,刘老师说电影,5607206,15020,5047,201764,45089,25502,30390
最社死的一集,BV1vm4y1u7wv,https://b23.tv/BV1vm4y1u7wv,战辉,3284261,2449,3161,323377,6955,24653,13309
完了！老师突击上门检查暑假作业,BV1N14y127Dh,https://b23.tv/BV1N14y127Dh,乡村教师日记,1977350,16504,5008,107885,45070,6528,7780
我要成为B站第一UP主,BV1rj411B79m,https://b23.tv/BV1rj411B79m,逍遥散人,3514813,10278,6684,228849,45333,30874,27054
【4K 极致卡点】致敬！截拳道&五形拳 这就是奥特格斗天花板,BV1wN4y1R7N6,https://b23.tv/BV1wN4y1R7N6,吃不完的赛罗酱,5753467,1933,4275,551004,150665,213042,38967
给小潮院长当助理是一种什么体验？（小潮team打工记）,BV1Gj41127qW,https://b23.tv/BV1Gj41127qW,拉宏桑,5670330,10100,2443,336896,46026,113398,3391
【闽南婚宴】中式流水席天花板，吃过一辈子忘不掉。,BV1zj41127jP,https://b23.tv/BV1zj41127jP,日食记,6560964,43967,11422,568029,393949,152431,117707
《闪耀！优俊少女》公测纪念视频《Make debut!》,BV1dN411B7fs,https://b23.tv/BV1dN411B7fs,闪耀优俊少女,3764179,722,3378,61519,4291,7792,3011
男爵新作：《一个男人决定卖房时》！,BV1Ej411q7vh,https://b23.tv/BV1Ej411q7vh,导演小策,3064131,16157,8530,248300,155254,35263,29070
《明日方舟》× 中国国家地理 合作宣传PV,BV1Wu4y1D7ww,https://b23.tv/BV1Wu4y1D7ww,明日方舟,1859767,10134,12225,194842,48070,23681,57454
【warma/怒九】去逛古怪的摆摊市集！【Vlog】,BV1ku4y1X7gV,https://b23.tv/BV1ku4y1X7gV,Warma,1664707,20337,4926,196721,121687,71847,8500
《重返未来：1999》1.3版本PV：行至摩卢旁卡,BV1hV41137Lv,https://b23.tv/BV1hV41137Lv,重返未来1999,2775146,5789,10753,109460,32671,21076,34818
你滴爱马，启动！🐎,BV1Mr4y197QK,https://b23.tv/BV1Mr4y197QK,河野华,2197279,1024,2379,269675,20452,42190,5742
【高燃】你管这玩意叫双刀？小鲜肉看了直呼做不到！,BV1BN411B7pY,https://b23.tv/BV1BN411B7pY,含亮老师,1895559,3511,2235,164001,17893,16317,3175
假如用“玲花”的味道唱《奢香夫人》？曾毅：真没我事了！,BV1JN411q7YJ,https://b23.tv/BV1JN411q7YJ,咻咻满,6465289,6110,7455,258389,87678,51505,17449
爆肝几个星期，我建出了最细节的海岛小镇！！！,BV1sh4y1N7Qx,https://b23.tv/BV1sh4y1N7Qx,ZA_7,3992001,13183,2615,350485,108494,124751,8351
《原神》过场动画——「暴风骤雨之际」,BV1FF411y72Z,https://b23.tv/BV1FF411y72Z,原神,1821116,4652,8067,150948,22477,18523,8137
你的童年我的童年好像都一样？超还原又有点小羞耻的唱了《家有儿女》主题曲,BV11h4y1T7jh,https://b23.tv/BV11h4y1T7jh,鹿火CAVY,3001234,1473,2498,207695,49150,35598,6254
看了难受一天，不看难受一年,BV1G8411z7rv,https://b23.tv/BV1G8411z7rv,浑元Rysn,2643155,2061,2647,191293,13523,22791,19554
DECO*27 - ブループラネット feat. 初音未来,BV1a84y1Z7JW,https://b23.tv/BV1a84y1Z7JW,DECO27_Official,792146,5886,5140,134851,76578,67940,20244
在漫展把50个COSER同化成加州女孩！【广州CPG05】,BV16u4y1D7fK,https://b23.tv/BV16u4y1D7fK,六二二同学w,2683756,1949,1647,207040,23775,66271,7298
10个报错，但是我代码只有9行啊？？？,BV1QN411B7YS,https://b23.tv/BV1QN411B7YS,在下乌鸦有何贵干,3803072,5294,1578,262812,16339,24478,9690
九分熟的美拉德妆教,BV1Mh4y1U7sy,https://b23.tv/BV1Mh4y1U7sy,刘星锤锤,959604,756,1092,114389,9858,59295,5957
久等了，你们这些…傻瓜（语气很温柔）,BV128411Q72R,https://b23.tv/BV128411Q72R,初九Haimon,1822908,1737,2857,285538,25495,40323,2974
惊呆！！动物的这个部位竟然长这样！,BV1914y1178Q,https://b23.tv/BV1914y1178Q,网不红萌叔Joey,4100561,2436,1036,256910,2423,32775,3837
300天4万公里传遍中国，漂流相机终于回来了！,BV1gF41117fN,https://b23.tv/BV1gF41117fN,-LKs-,9656258,54174,21639,1319069,1107680,474194,158178
全球唯一！豪华邮轮上的米其林16星餐厅！都吃些什么？,BV1wV411F7P3,https://b23.tv/BV1wV411F7P3,HOLA小测佬,24490023,43599,6719,1235711,392155,391519,14341
【定格动画】用二十种方式还原BadApple！,BV1794y1r7y9,https://b23.tv/BV1794y1r7y9,咖喱芋圆儿花开富贵儿,8391936,39773,9819,1062589,712192,375035,46114
七夕节老番茄不和自己玩游戏,BV1pN411B7iB,https://b23.tv/BV1pN411B7iB,老番茄,6027544,30425,12353,633040,189713,84918,46268
章鱼Captain：You 凉席 is my飞翔的荷兰人号,BV1Y841197LT,https://b23.tv/BV1Y841197LT,天亮手工,6082042,6591,3673,486735,273619,98677,14813
自制5090显卡！22500W散热功率！连人带房一起降温！【科技达】,BV1eF41117F8,https://b23.tv/BV1eF41117F8,苏打baka,3945962,11187,7135,343689,163390,55001,23830
